ICD9,ICD9 Label,Valid_2014,Valid_2015,AGE_AT_DIAG,SEX_COND,CC_AGE_SPLIT,CC_SEX_SPLIT,CC,Additional_CC
20045,Mantle cell lymph inguin,Y,Y,,,,,10,
20046,Mantle cell lymph pelvic,Y,Y,,,,,10,
20047,Mantle cell lymph spleen,Y,Y,,,,,10,
20048,Mantle cell lymph multip,Y,Y,,,,,10,
20050,Primary CNS lymph xtrndl,Y,Y,,,,,10,
20051,Primary CNS lymph head,Y,Y,,,,,10,
20052,Primary CNS lymph thorax,Y,Y,,,,,10,
20053,Primary CNS lymph abdom,Y,Y,,,,,10,
20054,Primary CNS lymph axilla,Y,Y,,,,,10,
20055,Primary CNS lym inguin,Y,Y,,,,,10,
20056,Primary CNS lymph pelvic,Y,Y,,,,,10,
20057,Primary CNS lymph spleen,Y,Y,,,,,10,
20058,Primary CNS lymph multip,Y,Y,,,,,10,
20060,Anaplastic lymph xtrndl,Y,Y,,,,,10,
20061,Anaplastic lymph head,Y,Y,,,,,10,
20062,Anaplastic lymph thorax,Y,Y,,,,,10,
20063,Anaplastic lymph abdom,Y,Y,,,,,10,
20064,Anaplastic lymph axilla,Y,Y,,,,,10,
20065,Anaplastic lymph inguin,Y,Y,,,,,10,
20066,Anaplastic lymph pelvic,Y,Y,,,,,10,
20067,Anaplastic lymph spleen,Y,Y,,,,,10,
20068,Anaplastic lymph multip,Y,Y,,,,,10,
20070,Large cell lymph xtrndl,Y,Y,,,,,10,
20071,Large cell lymphoma head,Y,Y,,,,,10,
20072,Large cell lymph thorax,Y,Y,,,,,10,
20073,Large cell lymph abdom,Y,Y,,,,,10,
20074,Large cell lymph axilla,Y,Y,,,,,10,
20075,Large cell lymph inguin,Y,Y,,,,,10,
20076,Large cell lymph pelvic,Y,Y,,,,,10,
20077,Large cell lymph spleen,Y,Y,,,,,10,
20078,Large cell lymph multip,Y,Y,,,,,10,
20080,Oth varn unsp xtrndl org,Y,Y,,,,,10,
20081,Mixed lymphosarc head,Y,Y,,,,,10,
20082,Mixed lymphosarc thorax,Y,Y,,,,,10,
20083,Mixed lymphosarc abdom,Y,Y,,,,,10,
20084,Mixed lymphosarc axilla,Y,Y,,,,,10,
20085,Mixed lymphosarc inguin,Y,Y,,,,,10,
20086,Mixed lymphosarc pelvic,Y,Y,,,,,10,
20087,Mixed lymphosarc spleen,Y,Y,,,,,10,
20088,Mixed lymphosarc mult,Y,Y,,,,,10,
20200,Ndlr lym unsp xtrndl org,Y,Y,,,,,10,
20201,Nodular lymphoma head,Y,Y,,,,,10,
20202,Nodular lymphoma thorax,Y,Y,,,,,10,
20203,Nodular lymphoma abdom,Y,Y,,,,,10,
20204,Nodular lymphoma axilla,Y,Y,,,,,10,
20205,Nodular lymphoma inguin,Y,Y,,,,,10,
20206,Nodular lymphoma pelvic,Y,Y,,,,,10,
20207,Nodular lymphoma spleen,Y,Y,,,,,10,
20208,Nodular lymphoma mult,Y,Y,,,,,10,
20210,Mycs fng unsp xtrndl org,Y,Y,,,,,10,
20211,Mycosis fungoides head,Y,Y,,,,,10,
20212,Mycosis fungoides thorax,Y,Y,,,,,10,
20213,Mycosis fungoides abdom,Y,Y,,,,,10,
20214,Mycosis fungoides axilla,Y,Y,,,,,10,
20215,Mycosis fungoides inguin,Y,Y,,,,,10,
20216,Mycosis fungoides pelvic,Y,Y,,,,,10,
20217,Mycosis fungoides spleen,Y,Y,,,,,10,
20218,Mycosis fungoides mult,Y,Y,,,,,10,
20220,Szry dis unsp xtrndl org,Y,Y,,,,,10,
20221,Sezary's disease head,Y,Y,,,,,10,
20222,Sezary's disease thorax,Y,Y,,,,,10,
20223,Sezary's disease abdom,Y,Y,,,,,10,
20224,Sezary's disease axilla,Y,Y,,,,,10,
20225,Sezary's disease inguin,Y,Y,,,,,10,
20226,Sezary's disease pelvic,Y,Y,,,,,10,
20227,Sezary's disease spleen,Y,Y,,,,,10,
20228,Sezary's disease mult,Y,Y,,,,,10,
20230,Mlg hist unsp xtrndl org,Y,Y,,,,,10,
20231,Mal histiocytosis head,Y,Y,,,,,10,
20232,Mal histiocytosis thorax,Y,Y,,,,,10,
20233,Mal histiocytosis abdom,Y,Y,,,,,10,
20234,Mal histiocytosis axilla,Y,Y,,,,,10,
20235,Mal histiocytosis inguin,Y,Y,,,,,10,
20236,Mal histiocytosis pelvic,Y,Y,,,,,10,
20237,Mal histiocytosis spleen,Y,Y,,,,,10,
20238,Mal histiocytosis mult,Y,Y,,,,,10,
20240,Lk rtctl unsp xtrndl org,Y,Y,,,,,10,
20241,Hairy-cell leukem head,Y,Y,,,,,10,
20242,Hairy-cell leukem thorax,Y,Y,,,,,10,
20243,Hairy-cell leukem abdom,Y,Y,,,,,10,
20244,Hairy-cell leukem axilla,Y,Y,,,,,10,
20245,Hairy-cell leukem inguin,Y,Y,,,,,10,
20246,Hairy-cell leukem pelvic,Y,Y,,,,,10,
20247,Hairy-cell leukem spleen,Y,Y,,,,,10,
20248,Hairy-cell leukem mult,Y,Y,,,,,10,
20250,Ltr-siwe unsp xtrndl org,Y,Y,,,,,10,
20251,Letterer-siwe dis head,Y,Y,,,,,10,
20252,Letterer-siwe dis thorax,Y,Y,,,,,10,
20253,Letterer-siwe dis abdom,Y,Y,,,,,10,
20254,Letterer-siwe dis axilla,Y,Y,,,,,10,
20255,Letterer-siwe dis inguin,Y,Y,,,,,10,
20256,Letterer-siwe dis pelvic,Y,Y,,,,,10,
20257,Letterer-siwe dis spleen,Y,Y,,,,,10,
20258,Letterer-siwe dis mult,Y,Y,,,,,10,
20260,Mlg mast unsp xtrndl org,Y,Y,,,,,10,
20261,Mal mastocytosis head,Y,Y,,,,,10,
20262,Mal mastocytosis thorax,Y,Y,,,,,10,
20263,Mal mastocytosis abdom,Y,Y,,,,,10,
20264,Mal mastocytosis axilla,Y,Y,,,,,10,
20265,Mal mastocytosis inguin,Y,Y,,,,,10,
20266,Mal mastocytosis pelvic,Y,Y,,,,,10,
20267,Mal mastocytosis spleen,Y,Y,,,,,10,
20268,Mal mastocytosis mult,Y,Y,,,,,10,
20270,Periph T cell lym xtrndl,Y,Y,,,,,10,
20271,Periph T cell lymph head,Y,Y,,,,,10,
20272,Periph T cell lym thorax,Y,Y,,,,,10,
20273,Periph T cell lym abdom,Y,Y,,,,,10,
20274,Periph T cell lym axilla,Y,Y,,,,,10,
20275,Periph T cell lym inguin,Y,Y,,,,,10,
20276,Periph T cell lym pelvic,Y,Y,,,,,10,
20277,Periph T cell lym spleen,Y,Y,,,,,10,
20278,Periph T cell lym multip,Y,Y,,,,,10,
20280,Oth lymp unsp xtrndl org,Y,Y,,,,,10,
20281,Lymphomas NEC head,Y,Y,,,,,10,
20282,Lymphomas NEC thorax,Y,Y,,,,,10,
20283,Lymphomas NEC abdom,Y,Y,,,,,10,
20284,Lymphomas NEC axilla,Y,Y,,,,,10,
20285,Lymphomas NEC inguin,Y,Y,,,,,10,
20286,Lymphomas NEC pelvic,Y,Y,,,,,10,
20287,Lymphomas NEC spleen,Y,Y,,,,,10,
20288,Lymphomas NEC mult,Y,Y,,,,,10,
20290,Unsp lym unsp xtrndl org,Y,Y,,,,,10,
20291,Lymphoid mal NEC head,Y,Y,,,,,10,
20292,Lymphoid mal NEC thorax,Y,Y,,,,,10,
20293,Lymphoid mal NEC abdom,Y,Y,,,,,10,
20294,Lymphoid mal NEC axilla,Y,Y,,,,,10,
20295,Lymphoid mal NEC inguin,Y,Y,,,,,10,
20296,Lymphoid mal NEC pelvic,Y,Y,,,,,10,
20297,Lymphoid mal NEC spleen,Y,Y,,,,,10,
20298,Lymphoid mal NEC mult,Y,Y,,,,,10,
20410,Ch lym leuk wo achv rmsn,Y,Y,,,,,10,
20411,Chr lym leuk w rmsion,Y,Y,,,,,10,
20412,Chr lymp leuk in relapse,Y,Y,,,,,10,
20420,Sbac lym leu wo ach rmsn,Y,Y,,,,,10,
20421,Sbac lym leuk w rmsion,Y,Y,,,,,10,
20422,Sbac lym leuk in relapse,Y,Y,,,,,10,
20480,Oth lym leu wo achv rmsn,Y,Y,,,,,10,
20481,Oth lym leuk w rmsion,Y,Y,,,,,10,
20482,Oth lym leuk in relapse,Y,Y,,,,,10,
20490,Uns lym leu wo ach rmsn,Y,Y,,,,,10,
20491,Uns lym leuk w rmsion,Y,Y,,,,,10,
20492,Lymp leuk NOS relapse,Y,Y,,,,,10,
20810,Ch leu un cl wo ach rmsn,Y,Y,,,,,10,
20811,Chr leuk uns cl w rmson,Y,Y,,,,,10,
20812,Ch leu uns cl in relapse,Y,Y,,,,,10,
20820,Sbc leu un cl wo ah rmsn,Y,Y,,,,,10,
20821,Sbac leuk uns cl w rmson,Y,Y,,,,,10,
20822,Sbac leu uns cl-relapse,Y,Y,,,,,10,
20880,Ot leu un cl wo ach rmsn,Y,Y,,,,,10,
20881,Oth leuk uns cl w rmson,Y,Y,,,,,10,
20882,Oth leuk uns cl-relapse,Y,Y,,,,,10,
20890,Leuk NOS w/o achv rmsn,Y,Y,,,,,10,
20891,Leukemia NOS w remission,Y,Y,,,,,10,
20892,Leukemia NOS in relapse,Y,Y,,,,,10,
2127,Benign neoplasm heart,Y,Y,,,,,10,
2733,Macroglobulinemia,Y,Y,,,,,10,
1410,Mal neo tongue base,Y,Y,,,,,11,
1411,Mal neo dorsal tongue,Y,Y,,,,,11,
1412,Mal neo tip/lat tongue,Y,Y,,,,,11,
1413,Mal neo ventral tongue,Y,Y,,,,,11,
1414,Mal neo ant 2/3 tongue,Y,Y,,,,,11,
1415,Mal neo tongue junction,Y,Y,,,,,11,
1416,Mal neo lingual tonsil,Y,Y,,,,,11,
1418,Malig neo tongue NEC,Y,Y,,,,,11,
1419,Malig neo tongue NOS,Y,Y,,,,,11,
1420,Malig neo parotid,Y,Y,,,,,11,
1421,Malig neo submandibular,Y,Y,,,,,11,
1422,Malig neo sublingual,Y,Y,,,,,11,
1428,Mal neo maj salivary NEC,Y,Y,,,,,11,
1429,Mal neo salivary NOS,Y,Y,,,,,11,
1430,Malig neo upper gum,Y,Y,,,,,11,
1431,Malig neo lower gum,Y,Y,,,,,11,
1438,Malig neo gum NEC,Y,Y,,,,,11,
1439,Malig neo gum NOS,Y,Y,,,,,11,
1440,Mal neo ant floor mouth,Y,Y,,,,,11,
1441,Mal neo lat floor mouth,Y,Y,,,,,11,
1448,Mal neo mouth floor NEC,Y,Y,,,,,11,
1449,Mal neo mouth floor NOS,Y,Y,,,,,11,
1450,Mal neo cheek mucosa,Y,Y,,,,,11,
1451,Mal neo mouth vestibule,Y,Y,,,,,11,
1452,Malig neo hard palate,Y,Y,,,,,11,
1453,Malig neo soft palate,Y,Y,,,,,11,
1454,Malignant neoplasm uvula,Y,Y,,,,,11,
1455,Malignant neo palate NOS,Y,Y,,,,,11,
1456,Malig neo retromolar,Y,Y,,,,,11,
1458,Malig neoplasm mouth NEC,Y,Y,,,,,11,
1459,Malig neoplasm mouth NOS,Y,Y,,,,,11,
1460,Malignant neopl tonsil,Y,Y,,,,,11,
1461,Mal neo tonsillar fossa,Y,Y,,,,,11,
1462,Mal neo tonsil pillars,Y,Y,,,,,11,
1463,Malign neopl vallecula,Y,Y,,,,,11,
1464,Mal neo ant epiglottis,Y,Y,,,,,11,
1465,Mal neo epiglottis junct,Y,Y,,,,,11,
1466,Mal neo lat oropharynx,Y,Y,,,,,11,
1467,Mal neo post oropharynx,Y,Y,,,,,11,
1468,Mal neo oropharynx NEC,Y,Y,,,,,11,
1469,Malig neo oropharynx NOS,Y,Y,,,,,11,
1470,Mal neo super nasopharyn,Y,Y,,,,,11,
1471,Mal neo post nasopharynx,Y,Y,,,,,11,
1472,Mal neo lat nasopharynx,Y,Y,,,,,11,
1473,Mal neo ant nasopharynx,Y,Y,,,,,11,
1478,Mal neo nasopharynx NEC,Y,Y,,,,,11,
1479,Mal neo nasopharynx NOS,Y,Y,,,,,11,
1480,Mal neo postcricoid,Y,Y,,,,,11,
1481,Mal neo pyriform sinus,Y,Y,,,,,11,
1482,Mal neo aryepiglott fold,Y,Y,,,,,11,
1483,Mal neo post hypopharynx,Y,Y,,,,,11,
1488,Mal neo hypopharynx NEC,Y,Y,,,,,11,
1489,Mal neo hypopharynx NOS,Y,Y,,,,,11,
1490,Mal neo pharynx NOS,Y,Y,,,,,11,
1491,Mal neo waldeyer's ring,Y,Y,,,,,11,
1498,Mal neo oral/pharynx NEC,Y,Y,,,,,11,
1499,Mal neo orophryn ill-def,Y,Y,,,,,11,
1530,Mal neo hepatic flexure,Y,Y,,,,,11,
1531,Mal neo transverse colon,Y,Y,,,,,11,
1532,Mal neo descend colon,Y,Y,,,,,11,
1533,Mal neo sigmoid colon,Y,Y,,,,,11,
1534,Malignant neoplasm cecum,Y,Y,,,,,11,
1535,Malignant neo appendix,Y,Y,,,,,11,
1536,Malig neo ascend colon,Y,Y,,,,,11,
1537,Mal neo splenic flexure,Y,Y,,,,,11,
1538,Malignant neo colon NEC,Y,Y,,,,,11,
1539,Malignant neo colon NOS,Y,Y,,,,,11,
1540,Mal neo rectosigmoid jct,Y,Y,,,,,11,
1541,Malignant neopl rectum,Y,Y,,,,,11,
1542,Malig neopl anal canal,Y,Y,,,,,11,
1543,Malignant neo anus NOS,Y,Y,,,,,11,
1548,Mal neo rectum/anus NEC,Y,Y,,,,,11,
1590,Malig neo intestine NOS,Y,Y,,,,,11,
1591,Malignant neo spleen NEC,Y,Y,,,,,11,
1598,Mal neo gi/intra-abd NEC,Y,Y,,,,,11,
1599,Mal neo GI tract ill-def,Y,Y,,,,,11,
1600,Mal neo nasal cavities,Y,Y,,,,,11,
1601,Malig neo middle ear,Y,Y,,,,,11,
1602,Mal neo maxillary sinus,Y,Y,,,,,11,
1603,Mal neo ethmoidal sinus,Y,Y,,,,,11,
1604,Malig neo frontal sinus,Y,Y,,,,,11,
1605,Mal neo sphenoid sinus,Y,Y,,,,,11,
1608,Mal neo access sinus NEC,Y,Y,,,,,11,
1609,Mal neo access sinus NOS,Y,Y,,,,,11,
1610,Malignant neo glottis,Y,Y,,,,,11,
1611,Malig neo supraglottis,Y,Y,,,,,11,
1612,Malig neo subglottis,Y,Y,,,,,11,
1613,Mal neo cartilage larynx,Y,Y,,,,,11,
1618,Malignant neo larynx NEC,Y,Y,,,,,11,
1619,Malignant neo larynx NOS,Y,Y,,,,,11,
1640,Malignant neopl thymus,Y,Y,,,,,11,
1641,Malignant neopl heart,Y,Y,,,,,11,
1642,Mal neo ant mediastinum,Y,Y,,,,,11,
1643,Mal neo post mediastinum,Y,Y,,,,,11,
1648,Mal neo mediastinum NEC,Y,Y,,,,,11,
1649,Mal neo mediastinum NOS,Y,Y,,,,,11,
1650,Mal neo upper resp NOS,Y,Y,,,,,11,
1658,Mal neo thorax/resp NEC,Y,Y,,,,,11,
1659,Mal neo resp system NOS,Y,Y,,,,,11,
1740,Malig neo nipple,Y,Y,,female,age < 50,,11,
1741,Mal neo breast-central,Y,Y,,female,age < 50,,11,
1742,Mal neo breast up-inner,Y,Y,,female,age < 50,,11,
1743,Mal neo breast low-inner,Y,Y,,female,age < 50,,11,
1744,Mal neo breast up-outer,Y,Y,,female,age < 50,,11,
1745,Mal neo breast low-outer,Y,Y,,female,age < 50,,11,
1746,Mal neo breast-axillary,Y,Y,,female,age < 50,,11,
1748,Malign neopl breast NEC,Y,Y,,female,age < 50,,11,
1749,Malign neopl breast NOS,Y,Y,,female,age < 50,,11,
1750,Mal neo male nipple,Y,Y,,male,age < 50,,11,
1759,Mal neo male breast NEC,Y,Y,,male,age < 50,,11,
181,Malignant neopl placenta,Y,Y,,female,,,11,
1830,Malign neopl ovary,Y,Y,,female,,,11,
1832,Mal neo fallopian tube,Y,Y,,female,,,11,
1833,Mal neo broad ligament,Y,Y,,female,,,11,
1834,Malig neo parametrium,Y,Y,,female,,,11,
1835,Mal neo round ligament,Y,Y,,female,,,11,
1838,Mal neo adnexa NEC,Y,Y,,female,,,11,
1839,Mal neo adnexa NOS,Y,Y,,female,,,11,
1890,Malig neopl kidney,Y,Y,,,,,11,
1891,Malig neo renal pelvis,Y,Y,,,,,11,
1740,Malig neo nipple,Y,Y,,female,age >= 50,,12,
1741,Mal neo breast-central,Y,Y,,female,age >= 50,,12,
1742,Mal neo breast up-inner,Y,Y,,female,age >= 50,,12,
1743,Mal neo breast low-inner,Y,Y,,female,age >= 50,,12,
1744,Mal neo breast up-outer,Y,Y,,female,age >= 50,,12,
1745,Mal neo breast low-outer,Y,Y,,female,age >= 50,,12,
1746,Mal neo breast-axillary,Y,Y,,female,age >= 50,,12,
1748,Malign neopl breast NEC,Y,Y,,female,age >= 50,,12,
1749,Malign neopl breast NOS,Y,Y,,female,age >= 50,,12,
1750,Mal neo male nipple,Y,Y,,male,age >= 50,,12,
1759,Mal neo male breast NEC,Y,Y,,male,age >= 50,,12,
179,Malig neopl uterus NOS,Y,Y,,female,,,12,
1800,Malig neo endocervix,Y,Y,,female,,,12,
1801,Malig neo exocervix,Y,Y,,female,,,12,
1808,Malig neo cervix NEC,Y,Y,,female,,,12,
1809,Mal neo cervix uteri NOS,Y,Y,,female,,,12,
1820,Malig neo corpus uteri,Y,Y,,female,,,12,
1821,Mal neo uterine isthmus,Y,Y,,female,,,12,
1828,Mal neo body uterus NEC,Y,Y,,female,,,12,
1840,Malign neopl vagina,Y,Y,,female,,,12,
1841,Mal neo labia majora,Y,Y,,female,,,12,
1842,Mal neo labia minora,Y,Y,,female,,,12,
1843,Malign neopl clitoris,Y,Y,,female,,,12,
1844,Malign neopl vulva NOS,Y,Y,,female,,,12,
1848,Mal neo female genit NEC,Y,Y,,female,,,12,
1849,Mal neo female genit NOS,Y,Y,,female,,,12,
185,Malign neopl prostate,Y,Y,,male,,,12,
1880,Mal neo bladder-trigone,Y,Y,,,,,12,
1881,Mal neo bladder-dome,Y,Y,,,,,12,
1882,Mal neo bladder-lateral,Y,Y,,,,,12,
1883,Mal neo bladder-anterior,Y,Y,,,,,12,
1884,Mal neo bladder-post,Y,Y,,,,,12,
1885,Mal neo bladder neck,Y,Y,,,,,12,
1886,Mal neo ureteric orifice,Y,Y,,,,,12,
1887,Malig neo urachus,Y,Y,,,,,12,
1888,Malig neo bladder NEC,Y,Y,,,,,12,
1889,Malig neo bladder NOS,Y,Y,,,,,12,
1892,Malign neopl ureter,Y,Y,,,,,12,
1893,Malign neopl urethra,Y,Y,,,,,12,
1894,Mal neo paraurethral,Y,Y,,,,,12,
1898,Mal neo urinary NEC,Y,Y,,,,,12,
1899,Mal neo urinary NOS,Y,Y,,,,,12,
1900,Malign neopl eyeball,Y,Y,,,,,12,
1901,Malign neopl orbit,Y,Y,,,,,12,
1902,Mal neo lacrimal gland,Y,Y,,,,,12,
1903,Mal neo conjunctiva,Y,Y,,,,,12,
1904,Malign neopl cornea,Y,Y,,,,,12,
1905,Malign neopl retina,Y,Y,,,,,12,
1906,Malign neopl choroid,Y,Y,,,,,12,
1907,Mal neo lacrimal duct,Y,Y,,,,,12,
1908,Malign neopl eye NEC,Y,Y,,,,,12,
1909,Malign neopl eye NOS,Y,Y,,,,,12,
1950,Mal neo head/face/neck,Y,Y,,,,,12,
1951,Malign neopl thorax,Y,Y,,,,,12,
1952,Malig neo abdomen,Y,Y,,,,,12,
1953,Malign neopl pelvis,Y,Y,,,,,12,
1954,Malign neopl arm,Y,Y,,,,,12,
1955,Malign neopl leg,Y,Y,,,,,12,
1958,Malig neo site NEC,Y,Y,,,,,12,
1992,Malig neopl-transp organ,Y,Y,,,,,12,
20100,Hdgk prg unsp xtrndl org,Y,Y,,,,,12,
20101,Hodgkins paragran head,Y,Y,,,,,12,
20102,Hodgkins paragran thorax,Y,Y,,,,,12,
20103,Hodgkins paragran abdom,Y,Y,,,,,12,
20104,Hodgkins paragran axilla,Y,Y,,,,,12,
20105,Hodgkins paragran inguin,Y,Y,,,,,12,
20106,Hodgkins paragran pelvic,Y,Y,,,,,12,
20107,Hodgkins paragran spleen,Y,Y,,,,,12,
20108,Hodgkins paragran mult,Y,Y,,,,,12,
20110,Hdgk grn unsp xtrndl org,Y,Y,,,,,12,
20111,Hodgkins granulom head,Y,Y,,,,,12,
20112,Hodgkins granulom thorax,Y,Y,,,,,12,
20113,Hodgkins granulom abdom,Y,Y,,,,,12,
20114,Hodgkins granulom axilla,Y,Y,,,,,12,
20115,Hodgkins granulom inguin,Y,Y,,,,,12,
20116,Hodgkins granulom pelvic,Y,Y,,,,,12,
20117,Hodgkins granulom spleen,Y,Y,,,,,12,
20118,Hodgkins granulom mult,Y,Y,,,,,12,
20120,Hdgk src unsp xtrndl org,Y,Y,,,,,12,
20121,Hodgkins sarcoma head,Y,Y,,,,,12,
20122,Hodgkins sarcoma thorax,Y,Y,,,,,12,
20123,Hodgkins sarcoma abdom,Y,Y,,,,,12,
20124,Hodgkins sarcoma axilla,Y,Y,,,,,12,
20125,Hodgkins sarcoma inguin,Y,Y,,,,,12,
20126,Hodgkins sarcoma pelvic,Y,Y,,,,,12,
20127,Hodgkins sarcoma spleen,Y,Y,,,,,12,
20128,Hodgkins sarcoma mult,Y,Y,,,,,12,
20140,Lym-hst unsp xtrndl orgn,Y,Y,,,,,12,
20141,Hodg lymph-histio head,Y,Y,,,,,12,
20142,Hodg lymph-histio thorax,Y,Y,,,,,12,
20143,Hodg lymph-histio abdom,Y,Y,,,,,12,
20144,Hodg lymph-histio axilla,Y,Y,,,,,12,
20145,Hodg lymph-histio inguin,Y,Y,,,,,12,
20146,Hodg lymph-histio pelvic,Y,Y,,,,,12,
20147,Hodg lymph-histio spleen,Y,Y,,,,,12,
20148,Hodg lymph-histio mult,Y,Y,,,,,12,
20150,Ndr sclr unsp xtrndl org,Y,Y,,,,,12,
20151,Hodg nodul sclero head,Y,Y,,,,,12,
20152,Hodg nodul sclero thorax,Y,Y,,,,,12,
20153,Hodg nodul sclero abdom,Y,Y,,,,,12,
20154,Hodg nodul sclero axilla,Y,Y,,,,,12,
20155,Hodg nodul sclero inguin,Y,Y,,,,,12,
20156,Hodg nodul sclero pelvic,Y,Y,,,,,12,
20157,Hodg nodul sclero spleen,Y,Y,,,,,12,
20158,Hodg nodul sclero mult,Y,Y,,,,,12,
20160,Mxd celr unsp xtrndl org,Y,Y,,,,,12,
20161,Hodgkins mix cell head,Y,Y,,,,,12,
20162,Hodgkins mix cell thorax,Y,Y,,,,,12,
20163,Hodgkins mix cell abdom,Y,Y,,,,,12,
20164,Hodgkins mix cell axilla,Y,Y,,,,,12,
20165,Hodgkins mix cell inguin,Y,Y,,,,,12,
20166,Hodgkins mix cell pelvic,Y,Y,,,,,12,
20167,Hodgkins mix cell spleen,Y,Y,,,,,12,
20168,Hodgkins mix cell mult,Y,Y,,,,,12,
20170,Lym dplt unsp xtrndl org,Y,Y,,,,,12,
20171,Hodg lymph deplet head,Y,Y,,,,,12,
20172,Hodg lymph deplet thorax,Y,Y,,,,,12,
20173,Hodg lymph deplet abdom,Y,Y,,,,,12,
20174,Hodg lymph deplet axilla,Y,Y,,,,,12,
20175,Hodg lymph deplet inguin,Y,Y,,,,,12,
20176,Hodg lymph deplet pelvic,Y,Y,,,,,12,
20177,Hodg lymph deplet spleen,Y,Y,,,,,12,
20178,Hodg lymph deplet mult,Y,Y,,,,,12,
20190,Hdgk dis unsp xtrndl org,Y,Y,,,,,12,
20191,Hodgkins dis NOS head,Y,Y,,,,,12,
20192,Hodgkins dis NOS thorax,Y,Y,,,,,12,
20193,Hodgkins dis NOS abdom,Y,Y,,,,,12,
20194,Hodgkins dis NOS axilla,Y,Y,,,,,12,
20195,Hodgkins dis NOS inguin,Y,Y,,,,,12,
20196,Hodgkins dis NOS pelvic,Y,Y,,,,,12,
20197,Hodgkins dis NOS spleen,Y,Y,,,,,12,
20198,Hodgkins dis NOS mult,Y,Y,,,,,12,
20900,Mal crcnoid sm intst NOS,Y,Y,,,,,12,
20901,Malig carcinoid duodenum,Y,Y,,,,,12,
20902,Malig carcinoid jejunum,Y,Y,,,,,12,
20903,Malig carcinoid ileum,Y,Y,,,,,12,
20910,Mal crcnoid lg intst NOS,Y,Y,,,,,12,
20911,Malig carcinoid appendix,Y,Y,,,,,12,
20912,Malig carcinoid cecum,Y,Y,,,,,12,
20913,Mal crcnoid ascend colon,Y,Y,,,,,12,
20914,Mal crcnoid transv colon,Y,Y,,,,,12,
20915,Mal carcinoid desc colon,Y,Y,,,,,12,
20916,Mal carcinoid sig colon,Y,Y,,,,,12,
20917,Malig carcinoid rectum,Y,Y,,,,,12,
20920,Mal crcnd prim site unkn,Y,Y,,,,,12,
20921,Mal carcinoid bronc/lung,Y,Y,,,,,12,
20922,Malig carcinoid thymus,Y,Y,,,,,12,
20923,Malig carcinoid stomach,Y,Y,,,,,12,
20924,Malig carcinoid kidney,Y,Y,,,,,12,
20925,Mal carcnoid foregut NOS,Y,Y,,,,,12,
20926,Mal carcinoid midgut NOS,Y,Y,,,,,12,
20927,Mal carcnoid hindgut NOS,Y,Y,,,,,12,
20929,Malig carcinoid oth site,Y,Y,,,,,12,
20930,Malig neuroendo ca NOS,Y,Y,,,,,12,
20931,Merkel cell ca-face,Y,Y,,,,,12,
20932,Merkel cell ca-sclp/neck,Y,Y,,,,,12,
20933,Merkel cell ca-up limb,Y,Y,,,,,12,
20934,Merkel cell ca-low limb,Y,Y,,,,,12,
20935,Merkel cell ca-trunk,Y,Y,,,,,12,
20936,Merkel cell ca-oth sites,Y,Y,,,,,12,
2250,Benign neoplasm brain,Y,Y,,,,,12,
2251,Benign neo cranial nerve,Y,Y,,,,,12,
2252,Ben neo cerebr meninges,Y,Y,,,,,12,
2253,Benign neo spinal cord,Y,Y,,,,,12,
2254,Ben neo spinal meninges,Y,Y,,,,,12,
2258,Benign neo nerv sys NEC,Y,Y,,,,,12,
2259,Benign neo nerv sys NOS,Y,Y,,,,,12,
2273,Benign neo pituitary,Y,Y,,,,,12,
2274,Ben neopl pineal gland,Y,Y,,,,,12,
22802,Hemangioma intracranial,Y,Y,,,,,12,
2370,Unc behav neo pituitary,Y,Y,,,,,12,
2371,Unc behav neo pineal,Y,Y,,,,,12,
2373,Unc behav neo paragang,Y,Y,,,,,12,
2375,Unc beh neo brain/spinal,Y,Y,,,,,12,
2376,Unc behav neo meninges,Y,Y,,,,,12,
2379,Unc beh neo nerv sys NEC,Y,Y,,,,,12,
2396,Brain neoplasm NOS,Y,Y,,,,,12,
7595,Tuberous sclerosis,Y,Y,,,,,12,
7596,Hamartoses NEC,Y,Y,,,,,12,
1720,Malig melanoma lip,Y,Y,,,,,13,
1721,Malig melanoma eyelid,Y,Y,,,,,13,
1722,Malig melanoma ear,Y,Y,,,,,13,
1723,Mal melanom face NEC/NOS,Y,Y,,,,,13,
1724,Mal melanoma scalp/neck,Y,Y,,,,,13,
1725,Malig melanoma trunk,Y,Y,,,,,13,
1726,Malig melanoma arm,Y,Y,,,,,13,
1727,Malig melanoma leg,Y,Y,,,,,13,
1728,Malig melanoma skin NEC,Y,Y,,,,,13,
1729,Malig melanoma skin NOS,Y,Y,,,,,13,
1860,Mal neo undescend testis,Y,Y,,male,,,13,
1869,Malig neo testis NEC,Y,Y,,male,,,13,
1871,Malign neopl prepuce,Y,Y,,male,,,13,
1872,Malig neo glans penis,Y,Y,,male,,,13,
1873,Malig neo penis body,Y,Y,,male,,,13,
1874,Malig neo penis NOS,Y,Y,,male,,,13,
1875,Malig neo epididymis,Y,Y,,male,,,13,
1876,Mal neo spermatic cord,Y,Y,,male,,,13,
1877,Malign neopl scrotum,Y,Y,,male,,,13,
1878,Mal neo male genital NEC,Y,Y,,male,,,13,
1879,Mal neo male genital NOS,Y,Y,,male,,,13,
193,Malign neopl thyroid,Y,Y,,,,,13,
